RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
92,89,Y.E. Yang,72,.166,9.640,-1.110,10.747,58
93,101,Rory Sabbatini,79,.160,10.696,23.986,-13.291,67
94,T91,Scott McCarron,90,.155,12.888,-29.615,42.499,83
95,94,Martin Laird,91,.145,11.450,35.372,-23.921,79
96,95,Chad Collins,87,.143,10.706,-36.242,46.945,75
97,T110,Michael Connell,89,.142,10.972,-15.036,26.006,77
98,96,Andres Romero,73,.136,9.791,-8.513,18.303,72
T99,T97,Stuart Appleby,101,.130,11.446,16.597,-5.150,88
T99,T97,Kevin Streelman,90,.130,10.411,6.908,3.502,80
101,100,Tom Pernice Jr.,74,.121,7.001,16.458,-9.457,58
102,99,Jeev Milkha Singh,59,.118,6.159,8.602,-2.441,52
103,115,Charles Warren,64,.109,6.021,28.650,-22.628,55
104,112,Brett Wetterich,54,.107,5.670,12.179,-6.509,53
105,102,Jimmy Walker,82,.093,6.542,-10.837,17.376,70
106,103,Alex Prugh,88,.092,7.367,-8.946,16.310,80
107,107,Sergio Garcia,58,.068,2.441,15.273,-12.832,36
108,104,Brett Quigley,96,.065,5.737,-1.205,6.942,88
109,T108,James Driscoll,78,.056,4.139,-18.853,22.989,74
110,T91,Chris DiMarco,88,.052,4.090,8.965,-4.876,78
111,105,Woody Austin,93,.034,2.847,7.778,-4.930,83
112,114,Michael Letzig,84,.029,2.357,8.947,-6.593,80
113,T108,George McNeill,79,.028,1.960,-20.716,22.673,70
114,113,Jarrod Lyle,54,.027,1.240,-.850,2.090,46
115,116,John Merrick,109,.019,1.716,13.214,-11.499,92
116,126,Mark Wilson,87,.009,.735,-10.574,11.307,79
117,117,Jason Dufner,87,.006,.433,41.803,-41.374,69
T118,T110,Scott Piercy,88,-.004,-.337,-17.854,17.514,81
T118,122,Chris Tidland,77,-.004,-.245,-16.239,15.990,68
120,119,J.P. Hayes,79,-.035,-2.400,-3.843,1.439,68
121,121,Jeff Quinney,91,-.039,-3.101,-34.132,31.028,80
122,118,Bob Estes,79,-.048,-3.420,-4.518,1.094,71
123,120,Garrett Willis,82,-.053,-3.742,6.001,-9.745,71
T124,125,Alex Cejka,81,-.073,-4.957,26.900,-31.856,68
T124,T123,Matt Every,60,-.073,-3.725,-15.818,12.093,51
126,134,Johnson Wagner,85,-.095,-6.994,-11.865,4.870,74
127,T123,Josh Teater,101,-.109,-10.022,18.942,-28.966,92
128,129,Troy Matteson,84,-.157,-12.245,22.424,-34.671,78
129,127,Kris Blanks,91,-.161,-11.938,30.184,-42.123,74
130,128,Rocco Mediate,71,-.164,-10.006,23.087,-33.095,61
131,136,John Mallinger,78,-.175,-11.393,-14.840,3.442,65
132,130,Brian Davis,101,-.181,-16.089,5.955,-22.045,89
133,133,Lee Janzen,77,-.199,-13.906,7.088,-20.996,70
T134,135,Jay Williamson,76,-.221,-13.468,-4.037,-9.434,61
T134,137,Kevin Stadler,86,-.221,-15.902,3.952,-19.853,72
136,131,Tim Herron,79,-.227,-15.693,-27.566,11.871,69
137,132,Blake Adams,84,-.233,-17.504,-32.384,14.879,75
138,T139,Cameron Percy,73,-.236,-13.925,15.032,-28.959,59
139,T139,Mike Weir,59,-.241,-9.636,-8.831,-.808,40
140,141,Joe Ogilvie,99,-.249,-21.395,-29.034,7.636,86
141,142,Nathan Green,86,-.254,-20.554,-47.916,27.359,81
142,138,James Nitties,92,-.262,-21.248,-31.426,10.175,81
143,158,Robert Garrigus,71,-.269,-16.415,-5.503,-10.911,61
144,144,David Duval,71,-.278,-15.586,-22.254,6.668,56
145,146,Mathias Grönberg,61,-.286,-14.304,-4.951,-9.353,50
146,145,Richard Johnson,90,-.293,-21.362,-35.480,14.115,73
147,143,Rod Pampling,77,-.314,-21.981,-4.716,-17.267,70
148,147,Trevor Immelman,55,-.324,-13.914,-17.255,3.339,43
149,148,Paul Goydos,78,-.331,-21.877,-11.567,-10.312,66
150,149,Ian Poulter,55,-.335,-11.385,-18.429,7.044,34
151,150,Michael Bradley,77,-.392,-26.637,-21.067,-5.573,68
152,151,Garth Mulroy,53,-.436,-18.320,6.193,-24.513,42
153,156,Troy Merritt,86,-.437,-33.667,-73.439,39.768,77
154,161,Cameron Tringale,55,-.465,-20.931,10.916,-31.846,45
155,154,Bill Lunde,79,-.466,-31.218,-30.884,-.335,67
156,155,Billy Mayfair,78,-.467,-30.341,35.323,-65.665,65
157,152,Matt Bettencourt,91,-.487,-34.114,-59.716,25.601,70
158,,Cliff Kresge,50,-.488,-21.981,3.757,-25.736,45
159,157,Mathew Goggin,85,-.501,-38.083,-9.282,-28.802,76
160,153,Omar Uresti,74,-.512,-31.232,14.848,-46.080,61
161,159,Rich Barcelo,70,-.520,-30.134,-38.771,8.637,58
162,160,Cameron Beckman,68,-.545,-32.139,-14.905,-17.235,59
163,164,Derek Lamely,81,-.592,-37.915,-39.101,1.184,64
T164,163,Steve Wheatcroft,74,-.626,-36.283,-48.304,12.021,58
T164,162,Henrik Bjornstad,72,-.626,-36.937,-24.552,-12.385,59
166,165,Steve Flesch,78,-.651,-42.323,-37.071,-5.248,65
167,168,Brenden Pappas,66,-.731,-40.208,-35.036,-5.173,55
168,169,Jeff Maggert,76,-.741,-46.690,-24.203,-22.489,63
169,167,Greg Owen,69,-.745,-46.190,-6.699,-39.492,62
170,166,Brian Stuard,81,-.746,-52.981,-73.366,20.383,71
171,175,Roland Thatcher,72,-.788,-53.607,-27.747,-25.859,68
172,172,Brent Delahoussaye,57,-.811,-38.109,-49.153,11.045,47
173,171,Skip Kendall,58,-.832,-40.758,-57.216,16.457,49
174,170,Nicholas Thompson,88,-.875,-67.362,.870,-68.234,77
175,173,Martin Flores,75,-.883,-56.522,-49.692,-6.829,64
176,174,Ted Purdy,86,-.892,-66.912,-58.811,-8.102,75
177,176,Roger Tambellini,77,-.925,-57.377,-9.339,-48.037,62
178,T177,John Daly,63,-.989,-46.499,-15.740,-30.757,47
179,179,Mark Calcavecchia,50,-.996,-32.864,-4.162,-28.705,33
180,T177,Andrew McLardy,52,-1.005,-44.240,-36.627,-7.612,44
181,T181,David Lutterus,69,-1.044,-58.458,-39.618,-18.839,56
182,180,Daniel Chopra,74,-1.096,-73.445,-97.884,24.436,67
183,183,Craig Bowden,56,-1.104,-52.984,-33.504,-19.479,48
184,184,Jeff Gove,57,-1.164,-51.230,-9.308,-41.921,44
185,T181,Steve Lowery,67,-1.177,-65.901,-44.490,-21.412,56
186,185,Vance Veazey,58,-1.444,-69.305,-63.790,-5.513,48
187,186,Chris Wilson,65,-1.631,-84.824,-50.005,-34.821,52
188,187,Jerod Turner,54,-1.885,-75.394,-75.322,-.071,40
189,191,Justin Bolli,55,-1.918,-80.550,-57.160,-23.390,42
190,189,Greg Kraft,52,-2.041,-79.611,-72.400,-7.211,39
191,190,Brad Faxon,58,-2.093,-100.480,-120.894,20.410,48
192,188,Kevin Johnson,62,-2.147,-105.189,-87.938,-17.253,49
