RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED,COUNTRY
31,29,Jason Day,43,3.41,146.59,-171.76,74.94,
32,35,Martin Kaymer,51,3.41,173.83,-247.36,87.12,
33,31,Charl Schwartzel,52,3.38,175.52,-192.34,95.43,
34,33,Nicolas Colsaerts,50,3.37,168.67,-80.91,157.97,
35,34,Gonzalo Fernandez-Castaño,40,3.32,132.77,-70.94,86.38,
36,37,Bill Haas,52,3.31,171.91,-149.30,137.30,
37,39,John Senden,52,3.14,163.02,-108.96,113.80,
38,36,David Toms,44,3.13,137.83,-124.39,87.21,
39,38,Branden Grace,52,3.12,162.18,-52.88,182.72,
40,43,Robert Garrigus,52,3.07,159.84,-74.58,161.44,
41,40,Ryan Moore,48,3.04,145.85,-93.56,123.72,
42,47,Scott Piercy,52,2.94,153.08,-44.60,141.23,
43,41,David Lynn,47,2.74,128.87,-58.15,101.83,
44,44,Thomas Bjørn,50,2.74,137.07,-116.32,92.01,
45,42,K.J. Choi,52,2.73,141.89,-160.28,69.16,
46,82,Matteo Manassero,52,2.65,137.59,-94.49,122.63,
47,46,Freddie Jacobson,45,2.41,108.35,-98.13,49.39,
48,51,Jamie Donaldson,49,2.39,117.20,-65.53,95.99,
49,54,Alex Noren,52,2.35,122.37,-74.15,83.88,
50,45,Geoff Ogilvy,49,2.34,114.75,-111.82,73.43,
51,49,Martin Laird,51,2.34,119.22,-133.42,103.34,
52,55,Hiroyuki Fujita,52,2.33,121.27,-90.27,93.54,
53,48,Rafa Cabrera Bello,52,2.33,121.08,-71.29,120.29,
54,61,Jacob DONOTUSE,52,2.31,120.25,-51.98,114.38,
55,52,Richie Ramsay,52,2.29,119.18,-57.57,90.00,
56,62,Marcel Siem,52,2.25,117.12,-40.23,118.78,
57,58,Greg Chalmers,52,2.25,116.80,-70.42,68.16,
58,50,Sangmoon Bae,52,2.23,116.20,-92.68,71.12,
59,56,Kevin Na,52,2.23,116.03,-93.70,102.94,
60,71,Shane Lowry,52,2.22,115.62,-44.80,86.32,
61,53,Bud Cauley,40,2.21,88.58,-25.02,84.67,
62,57,Padraig Harrington,52,2.18,113.14,-83.89,103.02,
63,64,Anders Hansen,51,2.17,110.71,-115.04,63.83,
64,67,Bernd Wiesberger,52,2.16,112.45,-44.84,98.51,
65,59,Simon Dyson,52,2.15,111.66,-115.53,44.98,
66,60,Aaron Baddeley,51,2.10,107.06,-106.90,66.05,
67,63,Kyle Stanley,52,2.08,108.38,-66.04,111.24,
68,65,John Huh,44,2.06,90.53,-24.96,104.15,
69,69,K.T. Kim,52,2.05,106.62,-135.45,55.05,
70,80,George Coetzee,52,2.04,105.97,-68.42,78.93,
71,88,Ryo Ishikawa,52,2.03,105.44,-114.97,81.00,
72,73,Marcus Fraser,52,2.03,105.32,-55.88,75.18,
73,66,Vijay Singh,52,2.00,104.24,-82.68,77.61,
74,72,Ben Crane,49,2.00,97.98,-106.24,80.89,
75,75,Jonas Blixt,46,1.97,90.82,-27.32,79.45,
76,68,Jonathan Byrd,49,1.96,95.88,-105.91,73.48,
77,70,Alvaro Quiros,47,1.88,88.34,-125.19,26.09,
78,74,Mark Wilson,52,1.87,97.34,-110.47,94.37,
79,84,Thaworn Wiratchant,52,1.87,97.06,-40.27,86.64,
80,76,Michael Thompson,52,1.86,96.97,-38.33,81.59,
81,95,Brendon de Jonge,52,1.86,96.91,-61.62,93.52,
82,77,Ben Curtis,49,1.86,91.07,-36.54,99.94,
83,79,Toru Taniguchi,50,1.83,91.38,-69.49,54.82,
84,78,Pablo Larrazabal,52,1.83,94.98,-66.65,61.53,
85,81,Marc Leishman,52,1.82,94.62,-52.24,89.46,
86,89,Y.E. Yang,52,1.77,92.08,-106.82,45.61,
87,86,Seung-Yul Noh,52,1.76,91.61,-67.08,79.45,
88,85,Jeff Overton,52,1.72,89.61,-84.13,73.45,
89,119,Gaganjeet Bhullar,40,1.72,68.79,-17.67,69.29,
90,83,Tim Clark,40,1.72,68.72,-65.69,67.05,
91,98,Ross Fisher,49,1.70,83.15,-72.58,69.19,
92,91,Yuta Ikeda,52,1.68,87.36,-83.10,68.63,
93,94,Retief Goosen,50,1.66,83.22,-123.25,69.72,
94,101,Charlie Wi,52,1.66,86.44,-56.51,81.79,
95,93,Robert Rock,52,1.66,86.36,-74.31,86.73,
96,97,Jeev Milkha Singh,52,1.66,86.24,-42.01,75.64,
97,99,Danny Willett,52,1.66,86.08,-47.38,83.37,
98,92,Miguel Angel Jiménez,52,1.65,85.80,-124.34,54.92,
99,90,Robert Karlsson,52,1.62,84.12,-133.89,35.74,
100,87,Johnson Wagner,52,1.61,83.73,-59.79,104.58,
101,99,Charles Howell III,52,1.58,82.41,-77.02,60.20,
102,96,"Ted Potter, Jr.",44,1.58,69.46,-28.17,55.55,
103,116,Chris Kirk,52,1.57,81.53,-62.20,61.40,
104,103,Ryan Palmer,52,1.57,81.43,-87.72,63.10,
105,110,Joost Luiten,52,1.57,81.41,-72.04,41.66,
106,109,Casey Wittenberg,41,1.54,63.22,-12.55,64.89,
107,104,Jimmy Walker,52,1.53,79.69,-50.01,75.60,
108,132,Paul Casey,49,1.53,74.82,-137.92,26.46,
109,105,Juvic Pagunsan,40,1.52,61.00,-24.51,40.28,
110,112,Scott Stallings,52,1.51,78.31,-43.66,55.36,
111,107,Stephen Gallacher,51,1.50,76.51,-63.11,71.20,
112,102,Rory Sabbatini,52,1.49,77.73,-85.80,56.96,
113,117,Henrik Stenson,52,1.47,76.18,-41.20,75.58,
114,127,Luke Guthrie,40,1.46,58.46,-1.13,59.60,
115,111,J.B. Holmes,43,1.46,62.76,-61.22,56.62,
116,108,Spencer Levin,52,1.45,75.32,-77.34,62.51,
117,118,Brendan Jones,45,1.44,64.78,-61.01,51.16,
118,106,Gary Woodland,50,1.43,71.66,-89.88,26.15,
119,136,Thongchai Jaidee,52,1.43,74.40,-54.54,65.86,
120,114,Raphael Jacquelin,52,1.43,74.31,-65.96,56.30,
121,129,Kristoffer Broberg,40,1.42,56.98,-.66,57.64,
122,121,Kevin Stadler,52,1.42,73.72,-30.12,74.65,
123,149,Matt Every,51,1.41,72.01,-26.15,72.22,
124,115,Andres Romero,49,1.40,68.80,-43.94,51.76,
125,113,Brian Davis,52,1.40,72.79,-71.15,63.01,
126,124,Toshinori Muto,52,1.40,72.55,-38.29,40.98,
127,123,Koumei Oda,52,1.39,72.33,-55.12,34.82,
128,125,Tommy Gainey,52,1.38,71.76,-64.27,59.75,
129,139,Michael Hoey,52,1.37,71.32,-56.59,41.31,
130,120,Sean O'Hair,51,1.36,69.49,-74.46,52.45,
131,134,Thomas Aiken,52,1.35,70.07,-68.18,45.29,
132,126,John Rollins,52,1.35,70.00,-50.40,64.72,
133,138,Hyung-Sung Kim,52,1.35,69.95,-19.90,62.10,
134,148,Russell Henley,40,1.33,53.26,-10.65,48.33,
135,128,Bryce Molder,52,1.32,68.79,-57.62,50.14,
136,137,Harris English,40,1.32,52.77,-20.60,48.11,
137,130,Victor Dubuisson,40,1.32,52.70,-22.91,48.72,
138,145,Pat Perez,50,1.32,65.81,-42.69,57.68,
139,122,Darren Clarke,48,1.32,63.17,-92.89,13.44,
140,133,Blake Adams,52,1.31,68.11,-34.84,57.65,
141,131,D.A. Points,52,1.31,68.04,-67.62,69.14,
142,146,Tom Gillis,45,1.29,58.19,-38.48,59.48,
143,135,Davis Love III,43,1.28,55.03,-47.02,40.21,
144,142,Fredrik Andersson Hed,51,1.28,65.21,-59.33,39.66,
145,140,Ken Duke,52,1.26,65.53,-27.43,59.24,
146,141,Charley Hoffman,52,1.24,64.71,-80.86,52.71,
147,144,Kenichi Kuboya,52,1.24,64.31,-39.94,36.42,
148,143,George McNeill,47,1.23,58.00,-42.20,47.54,
149,180,Yoshinori Fujimoto,40,1.22,48.60,-8.35,51.21,
150,150,Cameron Tringale,52,1.20,62.59,-40.53,53.65,
151,157,Søren Kjeldsen,52,1.19,62.07,-47.56,58.89,
152,151,Bob Estes,40,1.19,47.57,-20.06,45.26,
153,152,Brad Kennedy,41,1.19,48.75,-27.55,22.33,
154,168,Chris Wood,51,1.18,60.17,-41.20,58.68,
155,147,Chez Reavie,52,1.18,61.27,-52.28,23.48,
156,167,Brian Harman,40,1.17,46.94,-4.88,51.82,
157,173,Jaco Van Zyl,51,1.15,58.52,-44.83,40.30,
158,159,Kurt Barnes,40,1.15,45.89,-30.58,24.03,
159,344,Charlie Beljan,40,1.12,44.61,-1.27,45.88,
160,154,John Mallinger,50,1.11,55.73,-36.81,48.46,
161,155,J.J. Henry,52,1.11,57.91,-35.80,54.01,
162,158,Romain Wattel,51,1.10,56.28,-25.89,52.78,
163,175,Hyun-woo Ryu,40,1.10,44.06,-8.11,39.65,
164,153,Robert Allenby,52,1.10,57.08,-93.38,31.65,
165,165,Lee Slattery,52,1.09,56.91,-35.28,38.44,
166,160,Graham DeLaet,40,1.09,43.77,-14.82,49.02,
167,156,Troy Matteson,52,1.08,56.41,-28.83,54.10,
168,189,Darren Fichardt,40,1.06,42.51,-14.02,40.99,
169,161,Tomohiro Kondo,49,1.06,51.74,-42.76,25.40,
170,164,Chad Campbell,52,1.06,54.87,-41.30,39.36,
171,178,Kyoung-Hoon Lee,40,1.05,42.17,-7.05,43.35,
172,163,Shingo Katayama,47,1.05,49.44,-45.08,26.04,
172,162,Mark Foster,52,1.05,54.69,-45.80,32.54,
174,166,Scott Jamieson,52,1.05,54.39,-34.82,45.58,
175,181,Jbe' Kruger,52,1.04,54.33,-51.10,48.04,
176,173,Grégory Bourdy,52,1.04,54.23,-52.51,33.52,
177,207,Ashun Wu,40,1.04,41.58,-2.28,40.60,
178,170,Trevor Immelman,50,1.03,51.33,-42.60,33.44,
179,177,Julien Quesne,46,1.02,47.09,-23.63,42.36,
180,179,Garth Mulroy,52,1.02,52.90,-32.56,31.97,
181,169,Harrison Frazar,40,1.01,40.41,-37.97,30.59,
182,184,Richard Sterne,40,1.01,40.39,-8.07,46.11,
183,171,Hennie Otto,52,1.01,52.38,-46.12,21.45,
184,263,Espen Kofstad,47,1.00,47.20,-7.01,43.56,
185,172,Brendan Steele,52,1.00,51.93,-55.68,34.90,
186,182,William McGirt,52,.99,51.40,-18.95,51.06,
187,186,Dicky Pride,42,.98,41.21,-16.77,46.63,
188,204,Josh Teater,52,.97,50.53,-26.25,43.80,
189,176,Thomas Levet,44,.97,42.62,-32.71,24.67,
190,183,Kevin Chappell,52,.96,49.97,-43.25,33.61,
191,190,Anthony Wall,50,.96,48.00,-36.67,41.93,
192,198,John Daly,52,.95,49.65,-14.96,49.67,
193,193,Marc Warren,51,.95,48.49,-19.63,42.53,
194,185,Tetsuji Hiratsuka,52,.94,49.07,-71.68,20.88,
195,239,I J Jang,49,.94,46.02,-16.78,43.70,
196,194,Kevin Streelman,52,.93,48.60,-55.47,32.96,
197,201,Shawn Stefani,40,.93,37.17,-1.65,38.81,
198,196,Masamichi Uehira,46,.93,42.72,-11.42,39.70,
199,188,Grégory Havret,52,.93,48.20,-60.90,17.18,
200,208,Magnus Carlsson,45,.92,41.51,-19.32,35.45,
201,191,Peter Lawrie,52,.92,47.96,-48.02,34.39,
202,202,Ricky Barnes,52,.91,47.56,-58.38,34.49,
203,197,Simon Wakefield,47,.91,42.80,-15.47,34.73,
203,195,David Hearn,52,.91,47.35,-29.39,39.40,
205,259,Prom Meesawat,43,.91,39.12,-15.58,36.42,
206,187,Lucas Glover,41,.91,37.17,-65.24,3.08,
207,200,Greg Owen,51,.90,46.15,-13.19,47.69,
208,253,WC Liang,50,.90,44.96,-30.08,42.66,
209,222,Kiradech Aphibarnrat,52,.90,46.56,-44.18,33.23,
210,235,Hideki Matsuyama,40,.89,35.71,-19.90,19.07,
211,199,Jhonattan Vegas,52,.89,46.10,-60.79,32.71,
212,214,Luke List,49,.89,43.42,-13.68,44.47,
213,192,Siddikur Rahman,45,.88,39.61,-36.96,31.45,
214,221,Edoardo Molinari,47,.88,41.18,-93.92,20.92,
215,217,Jung-gon Hwang,48,.87,41.96,-16.82,28.28,
216,203,D.H. Lee,46,.87,39.94,-22.13,21.14,
217,213,John Merrick,51,.87,44.22,-22.98,39.96,
218,223,Do-Hoon Kim,52,.86,44.79,-42.53,30.24,
219,225,Felipe Aguilar,52,.86,44.65,-33.44,26.65,
220,206,Camilo Villegas,52,.86,44.60,-69.52,22.10,
221,210,Richard Finch,52,.86,44.58,-31.42,38.37,
222,220,Daniel Summerhays,52,.86,44.53,-26.02,50.55,
223,212,David Drysdale,52,.85,44.41,-26.84,44.46,
224,211,James Morrison,52,.85,44.35,-36.17,24.20,
225,229,Alessandro Tadini,49,.85,41.73,-14.38,36.12,
226,219,Jerry Kelly,52,.85,44.26,-50.49,23.12,
227,205,Alejandro Cañizares,52,.85,44.13,-38.95,41.11,
228,224,Ricardo Gonzalez,40,.85,33.92,-25.27,27.77,
229,209,Jason Kokrak,46,.85,38.95,-21.25,21.92,
230,276,Joachim B Hansen,40,.84,33.61,-.31,33.92,
231,232,Brett Rumford,52,.83,43.41,-35.32,37.35,
232,230,Chris Doak,47,.83,39.22,-9.38,33.64,
233,234,Anirban Lahiri,41,.83,34.16,-19.39,34.17,
234,216,Troy Kelly,45,.83,37.46,-14.91,31.46,
235,245,Hideto Tanihara,52,.83,43.07,-22.01,41.08,
236,215,Chris Stroud,52,.82,42.87,-40.42,35.98,
237,264,Richard Green,46,.82,37.66,-61.60,24.11,
238,241,David Lingmerth,52,.82,42.54,-10.46,34.30,
239,218,Danny Lee,52,.82,42.43,-34.99,20.39,
240,226,Lorenzo Gagli,51,.81,41.17,-37.38,15.72,
241,320,James Hahn,50,.81,40.30,-11.08,41.71,
242,227,David Lipsky,40,.80,32.12,-6.67,38.79,
243,526,Han Lee,48,.80,38.43,-20.54,34.73,
244,228,Brandt Jobe,46,.80,36.76,-48.10,14.49,
245,237,Robert Streb,40,.79,31.70,-1.62,33.32,
246,266,Eduardo De La Riva,40,.79,31.50,-8.51,30.21,
247,231,Keith Horne,52,.78,40.75,-26.63,41.73,
248,233,Fabrizio Zanotti,52,.78,40.44,-29.99,30.70,
249,236,Matthew Baldwin,50,.77,38.60,-16.44,30.85,
250,300,Morgan Hoffmann,40,.77,30.85,-3.22,30.12,
251,435,Doug McGuigan,40,.77,30.76,-9.73,22.68,
252,242,Ben Kohles,40,.77,30.60,-.76,31.36,
253,248,Masanori Kobayashi,52,.76,39.71,-14.17,30.20,
254,238,Martin Flores,52,.76,39.62,-18.18,38.15,
255,247,Tom Lewis,40,.76,30.47,-22.95,11.05,
256,261,Yusaku Miyazato,52,.75,39.19,-18.25,23.21,
257,243,Will Claxton,40,.75,30.05,-5.23,34.26,
258,240,Nick O'Hern,52,.75,38.98,-35.14,16.68,
259,244,Anthony Kim,40,.73,29.13,-61.69,1.63,
260,249,Joel Sjöholm,52,.72,37.64,-26.09,33.45,
261,252,Roberto Castro,52,.72,37.18,-15.71,34.38,
262,251,David Howell,52,.71,37.12,-25.14,33.99,
263,246,Prayad Marksaeng,52,.71,37.00,-36.37,23.57,
264,250,Ricardo Santos,48,.70,33.40,-19.59,27.19,
265,254,Ryuichi Oda,47,.69,32.47,-23.70,26.54,
266,303,Justin Hicks,51,.69,35.04,-13.02,35.23,
267,257,Jason Bohn,51,.68,34.86,-23.26,31.99,
268,268,Cameron Percy,48,.68,32.78,-17.22,30.29,
269,267,Alexandre Kaleka,47,.68,32.06,-11.60,29.76,
270,586,Justin Bolli,47,.68,31.86,-6.39,28.84,
271,262,Johan Edfors,52,.68,35.14,-54.26,13.33,
272,260,Rod Pampling,52,.67,35.05,-22.11,29.89,
273,278,Andreas Hartø,51,.67,34.35,-15.47,35.23,
274,255,Ángel Cabrera,42,.67,28.14,-39.89,14.81,
275,256,Kris Blanks,52,.67,34.82,-38.64,15.62,
276,272,Tadahiro Takayama,52,.67,34.65,-42.55,9.80,
277,275,Gary Lockerbie,41,.67,27.28,-8.42,26.73,
278,312,Trevor Fisher Jr,40,.67,26.60,-9.59,25.36,
279,265,Jay Choi,52,.66,34.53,-28.60,27.87,
280,354,Michio Matsumura,52,.66,34.18,-53.68,15.33,
280,322,Brian Gay,52,.66,34.19,-41.03,30.44,
282,285,Scott Hend,52,.65,33.75,-20.54,32.31,
283,279,Darron Stiles,49,.65,31.69,-12.81,29.19,
284,269,Gary Christian,52,.64,33.39,-17.70,24.25,
285,258,Stewart Cink,47,.64,30.16,-50.87,20.48,
286,316,Boo Weekley,49,.64,31.40,-18.28,34.56,
287,270,Steve Webster,52,.64,33.21,-26.23,16.70,
288,297,Tim Herron,52,.63,32.99,-24.41,24.70,
289,274,Sam Little,48,.63,30.44,-23.89,7.14,
290,321,Justin Walters,43,.63,27.18,-11.91,22.34,
291,271,Tommy Fleetwood,52,.63,32.81,-30.37,10.12,
292,277,Daehyun Kim,40,.63,25.15,-14.42,18.64,
293,273,Billy Horschel,50,.63,31.43,-12.60,24.12,
294,325,Brad Fritsch,40,.63,25.04,-4.57,25.08,
295,296,Park Sang-eon,40,.63,25.04,-15.72,16.96,
296,280,Paul McGinley,43,.62,26.83,-13.15,24.01,
297,284,Patrick Cantlay,40,.62,24.61,-9.45,19.14,
298,373,Adam Hadwin,43,.62,26.45,-20.61,16.90,
298,305,Kyung-Nam Kang,40,.62,24.60,-17.44,18.21,
300,282,Paul Haley II,40,.61,24.46,-5.75,30.22,
301,317,Shiv Kapur,52,.61,31.80,-18.13,28.14,
302,291,Sang-hee Lee,40,.61,24.34,-4.48,21.54,
303,281,David Mathis,52,.61,31.58,-27.11,26.61,
304,287,Colt Knost,52,.61,31.55,-24.57,35.85,
305,288,D.J. Trahan,52,.60,31.08,-38.80,26.45,
306,290,Billy Mayfair,52,.60,30.97,-23.30,27.27,
307,308,S.K. Ho,48,.60,28.57,-26.11,15.53,
308,289,Peter Whiteford,52,.59,30.90,-27.62,16.45,
309,343,Kazuhiro Yamashita,50,.59,29.69,-12.79,22.77,
310,304,Whee Kim,40,.59,23.67,-5.93,17.99,
311,292,Justin Leonard,52,.59,30.57,-35.09,18.62,
312,295,Graeme Storm,52,.59,30.43,-25.28,24.30,
313,302,Gary Stal,40,.58,23.32,-2.18,25.50,
314,293,Cho Min-jun,49,.58,28.53,-30.68,10.05,
315,327,Russell Knox,49,.58,28.50,-14.55,19.89,
315,294,Lu Wei-chih,40,.58,23.27,-20.69,5.39,
317,297,James Driscoll,52,.58,30.00,-20.46,27.10,
318,286,J.J. Killeen,52,.58,29.94,-27.21,14.37,
319,307,Kunihiro Kamii,50,.58,28.77,-20.95,19.47,
320,315,Gary Boyd,50,.58,28.75,-39.93,15.91,
321,299,Heath Slocum,52,.57,29.61,-52.76,21.30,
322,309,Scott Brown,52,.57,29.55,-18.35,18.26,
323,306,Chawalit Plaphol,52,.57,29.49,-26.19,8.51,
324,312,Chris Paisley,40,.57,22.64,-3.97,21.17,
325,310,Richard Lee,51,.57,28.81,-7.76,25.59,
326,311,Bio Kim,52,.56,29.28,-17.13,27.97,
327,314,Damian McGrane,52,.56,29.03,-38.69,27.53,
328,318,John Peterson,40,.56,22.30,-5.54,21.60,
329,339,Taichi Teshima,47,.56,26.19,-14.72,19.44,
330,283,Steve Marino,40,.55,22.12,-60.76,3.08,
331,301,Scott Verplank,40,.55,22.09,-48.06,2.05,
332,328,Mikael Lundberg,43,.55,23.69,-14.01,15.94,
333,324,Kieran Pratt,40,.54,21.77,-11.21,20.65,
334,485,Katsumasa Miyamoto,51,.54,27.74,-35.14,18.01,
335,332,Joong Kyung Mo,41,.54,22.30,-16.98,16.72,
336,334,David Horsey,52,.54,28.20,-54.50,8.88,
337,363,Eddie Pepperell,40,.54,21.68,-2.69,23.19,
338,319,José Manuel Lara,52,.54,28.18,-38.55,17.26,
339,355,Michael Campbell,51,.54,27.44,-5.74,25.45,
340,323,Andrea Pavan,47,.54,25.26,-21.67,5.66,
341,419,Adilson da Silva,44,.54,23.64,-12.06,17.76,
342,329,Nicholas Thompson,52,.54,27.91,-8.92,27.48,
343,367,Mikko Korhonen,42,.53,22.36,-7.06,18.87,
344,330,Mikko Ilonen,40,.53,21.19,-14.87,22.42,
345,393,Oliver Fisher,52,.53,27.53,-21.17,17.88,
346,337,Jorge Campillo,48,.53,25.22,-15.25,20.71,
347,326,Rhys Davies,52,.52,27.12,-47.48,10.93,
348,350,Scott Gardiner,50,.52,26.00,-10.83,25.98,
349,342,Sam Walker,40,.51,20.59,-13.72,14.10,
350,340,Andres Gonzales,50,.51,25.71,-12.06,25.05,
351,347,Alistair Presnell,52,.51,26.63,-22.65,25.63,
352,380,Antonio Lascuna,40,.51,20.45,-6.60,20.02,
353,330,Jarrod Lyle,41,.51,20.94,-22.05,18.07,
354,353,Pelle Edberg,42,.51,21.41,-18.58,13.30,
355,345,Jean Baptiste Gonnet,49,.51,24.94,-28.18,23.65,
356,335,Philip Archer,46,.51,23.40,-14.28,22.23,
357,336,Bill Lunde,52,.51,26.40,-26.90,21.90,
358,376,Michael Putnam,45,.50,22.70,-18.20,18.26,
359,341,Benjamin Hebert,48,.50,24.20,-25.33,4.56,
360,338,Billy Hurley III,51,.50,25.72,-12.06,17.29,
361,362,Camilo Benedetti,48,.50,24.20,-10.81,20.16,
362,387,Kiyoshi Miyazato,49,.50,24.67,-13.36,14.07,
363,381,Rikard Karlberg,49,.50,24.61,-24.93,18.27,
364,538,James Busby,40,.50,20.07,-.73,20.36,
365,349,Mark Tullo,52,.50,26.06,-26.10,19.33,
366,378,David Smail,46,.50,23.04,-12.31,18.31,
367,346,Ignacio Garrido,52,.50,25.92,-35.07,20.13,
368,333,Paul Goydos,40,.50,19.88,-37.54,3.36,
369,351,Jeff Maggert,47,.50,23.33,-14.79,30.22,
370,352,Seong Ho Lee,40,.49,19.58,-8.49,15.07,
371,348,Robert-Jan Derksen,52,.49,25.44,-36.42,14.92,
372,356,Chris Lloyd,40,.49,19.48,-10.22,16.47,
373,358,Daisuke Maruyama,52,.49,25.26,-34.22,8.24,
374,357,Benjamin Fox,40,.48,19.31,-12.39,19.32,
375,358,Lee Williams,40,.48,19.26,-2.44,21.70,
376,402,Peter Uihlein,40,.48,19.21,-2.84,18.21,
377,390,Nick Cullen,40,.48,19.20,-6.27,18.73,
378,394,Marco Crespi,40,.48,19.05,-2.95,20.48,
379,377,Scott Henry,40,.47,18.98,-.82,19.80,
380,366,Tjaart van der Walt,41,.47,19.33,-18.23,14.86,
381,358,Christian Nilsson,52,.47,24.30,-32.80,6.85,
382,383,Jonathan Moore,40,.47,18.67,-4.36,15.84,
383,370,Craig Lee,46,.47,21.45,-12.69,18.05,
384,365,Daniel Brooks,47,.47,21.90,-6.41,20.65,
385,395,Steven Conran,40,.47,18.63,-11.05,13.18,
386,384,Masahiro Kawamura,40,.47,18.60,-1.93,20.53,
387,385,Aaron Watkins,49,.46,22.53,-6.01,21.17,
388,367,Dawie van der Walt,48,.46,22.06,-9.88,21.79,
389,371,Robert Coles,52,.46,23.80,-23.70,16.60,
390,379,Hiroo Kawai,48,.46,21.92,-26.86,5.60,
391,361,Chris DiMarco,52,.46,23.75,-21.55,20.11,
392,388,Jim Herman,52,.45,23.63,-12.11,23.53,
393,371,Fred Couples,40,.45,18.14,-18.63,15.25,
394,391,Alexandre Rocha,52,.45,23.52,-4.44,19.92,
395,369,Chris Couch,43,.45,19.38,-28.18,13.07,
396,399,Kim Dae-sub,40,.45,18.00,-.25,18.00,
397,423,Doug LaBelle II,49,.45,21.89,-6.60,19.56,
398,417,Emiliano Grillo,40,.45,17.83,-2.26,18.73,
399,364,Masatsugo Morofuji,44,.45,19.60,-13.55,7.35,
400,403,Alex Haindl,40,.44,17.72,-13.66,16.85,
401,375,Erik Compton,51,.44,22.58,-17.79,16.51,
402,414,Allan Versfeld,40,.44,17.57,-3.83,16.23,
403,392,Tom Pernice Jr.,40,.44,17.53,-18.57,7.49,
404,386,Mathew Goggin,48,.44,21.00,-27.32,8.35,
405,401,Tim Sluiter,41,.44,17.93,-4.63,15.44,
406,424,Yasuharu Imano,40,.43,17.35,-7.92,13.53,
407,374,James Kingston,52,.43,22.49,-39.94,14.67,
408,435,Shunsuke Sonoda,51,.43,22.03,-35.28,11.40,
409,396,Azuma Yano,51,.43,21.95,-22.66,13.63,
410,407,Chris Wilson,40,.43,17.21,-.15,17.36,
411,398,Oliver Bekker,40,.43,17.18,-10.19,20.97,
412,389,Roland Thatcher,45,.43,19.32,-23.27,14.62,
413,400,Kyle Reifers,51,.43,21.84,-13.75,18.86,
414,382,Sung Kang,52,.43,22.22,-26.02,7.62,
415,397,Joe Durant,48,.43,20.43,-15.39,18.04,
416,405,Rich Bland,52,.42,22.02,-11.46,19.34,
417,469,Ariel Cañete,40,.42,16.84,-3.03,16.02,
418,482,Cliff Kresge,52,.42,21.86,-7.54,18.45,
419,449,Maximilian Kieffer,43,.42,18.06,-7.98,19.28,
420,409,Mike Hendry,40,.42,16.78,-10.46,17.16,
421,466,SSP Chawrasia,52,.42,21.75,-20.54,17.67,
422,408,Hudson Swafford,40,.42,16.70,-2.93,19.63,
423,661,Jaco Ahlers,40,.42,16.61,-4.55,16.32,
424,406,George Murray,52,.41,21.39,-28.81,4.46,
425,433,Scott Barr,43,.41,17.66,-11.35,15.11,
426,449,Raymond Russell,40,.41,16.41,-10.34,15.80,
427,463,Mark Anderson,52,.41,21.28,-14.24,15.33,
428,425,B.J. Staten,50,.41,20.45,-13.60,15.60,
429,410,Phillip Price,52,.41,21.12,-18.86,17.38,
430,412,Berry Henson,40,.41,16.20,-10.59,10.77,
