RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED,COUNTRY
78,74,Paul Lawrie,49,1.91,93.58,-101.31,61.44,
79,81,Ignacio Garrido,47,1.88,88.34,-29.79,86.43,
80,79,Todd Hamilton,40,1.87,74.63,-21.88,76.63,
81,83,Geoff Ogilvy,60,1.85,110.83,-59.42,98.17,
82,80,Bradley Dredge,51,1.85,94.18,-72.08,65.98,
83,87,Ricardo Gonzalez,42,1.84,77.16,-55.68,54.56,
84,82,Robert Gamez,55,1.80,99.17,-43.94,107.03,
85,84,Duffy Waldorf,52,1.80,93.67,-50.27,86.21,
86,89,Kevin Sutherland,55,1.76,96.95,-91.12,78.61,
87,88,Tim Petrovic,65,1.76,114.47,-42.08,120.15,
88,85,Tom Lehman,48,1.74,83.75,-91.26,74.50,
89,91,Mark Calcavecchia,49,1.74,85.38,-88.35,75.40,
90,86,Bernhard Langer,51,1.74,88.58,-137.31,46.84,
91,93,Lee Janzen,54,1.66,89.45,-71.45,77.46,
92,90,José María Olazábal,59,1.65,97.53,-118.97,61.78,
93,94,Gary Evans,56,1.65,92.36,-56.02,71.69,
94,92,Ben Crane,58,1.61,93.32,-53.56,93.17,
95,95,Andre Stolz,40,1.59,63.78,-38.02,57.13,
96,96,Miguel Angel Jiménez,52,1.57,81.89,-44.61,73.57,
97,98,Toru Taniguchi,50,1.57,78.55,-83.89,26.68,
98,97,Carlos Rodiles,51,1.56,79.58,-26.53,60.40,
99,99,Stephen Ames,55,1.53,84.10,-62.74,69.86,
100,101,Alastair Forsyth,53,1.50,79.72,-35.09,75.17,
101,100,Phil Tataurangi,40,1.49,59.76,-61.08,24.08,
102,102,David Smail,52,1.47,76.61,-60.24,36.79,
103,104,Aaron Baddeley,52,1.45,75.62,-40.84,70.99,
104,105,David Howell,50,1.42,70.81,-50.69,69.93,
105,103,Robert Karlsson,50,1.41,70.72,-59.76,43.80,
106,109,Hidemichi Tanaka,63,1.40,88.39,-58.18,65.08,
107,107,Greg Owen,52,1.40,72.85,-56.23,61.58,
108,110,Carl Pettersson,57,1.39,79.40,-62.54,66.73,
109,112,Anders Hansen,53,1.38,73.30,-65.28,34.60,
110,111,Peter Jacobsen,43,1.38,59.40,-18.08,58.60,
111,108,Maarten Lafeber,60,1.38,82.75,-30.87,63.27,
112,116,Mark McNulty,43,1.38,59.17,-31.40,47.90,
113,115,Katsumasa Miyamoto,52,1.37,71.35,-43.47,56.26,
114,106,Nick O'Hern,53,1.37,72.63,-39.91,67.85,
115,113,Matt Gogel,51,1.34,68.46,-65.71,56.84,
116,114,Woody Austin,67,1.33,89.25,-35.34,101.33,
117,117,Brandt Jobe,50,1.32,66.03,-46.43,47.33,
118,119,Billy Andrade,60,1.31,78.52,-73.61,48.26,
119,122,Raphael Jacquelin,58,1.28,74.49,-40.55,70.24,
120,120,Frank Lickliter II,60,1.28,76.69,-70.96,68.88,
121,123,Jeff Maggert,52,1.27,65.86,-57.65,54.68,
122,118,Brendan Jones,54,1.26,68.19,-33.06,49.62,
123,121,Tom Pernice Jr.,62,1.26,78.18,-67.13,77.58,
124,124,Tetsuji Hiratsuka,54,1.25,67.71,-27.07,61.77,
125,128,Hiroyuki Fujita,51,1.25,63.52,-44.87,30.00,
126,132,Masashi Jumbo Ozaki,51,1.23,62.49,-45.65,37.21,
127,127,Joe Durant,56,1.22,68.51,-57.10,73.15,
128,135,Hirofumi Miyase,48,1.22,58.36,-27.90,48.00,
129,126,Rod Pampling,62,1.22,75.36,-49.32,65.13,
130,131,Skip Kendall,61,1.21,74.08,-52.75,72.16,
131,133,Tommy Armour III,54,1.21,65.48,-15.75,61.22,
132,129,Dean Wilson,51,1.21,61.82,-69.41,36.71,
133,130,Luke Donald,59,1.21,71.49,-42.72,52.81,
134,125,Taichi Teshima,54,1.21,65.30,-61.20,60.14,
135,134,Thomas Levet,62,1.20,74.70,-69.71,48.63,
136,137,Billy Mayfair,62,1.18,73.40,-80.83,56.77,
137,136,Soren Hansen,57,1.18,67.33,-57.14,35.74,
138,139,Paul Sheehan,41,1.18,48.21,-15.56,38.78,
139,141,Søren Kjeldsen,55,1.17,64.54,-39.18,61.43,
140,140,Peter Hedblom,40,1.17,46.80,-15.74,52.47,
141,142,S.K. Ho,43,1.16,49.89,-26.94,31.02,
142,138,John Bickerton,56,1.15,64.59,-41.98,48.70,
143,144,Hal Sutton,50,1.14,56.84,-48.37,58.10,
144,145,Andrew Coltart,63,1.14,71.55,-42.85,60.40,
145,143,Jarrod Moseley,61,1.12,68.40,-41.54,46.17,
146,146,Nobuhito Sato,53,1.11,58.78,-55.15,27.23,
147,149,David Peoples,60,1.06,63.41,-60.31,41.53,
148,147,Paul McGinley,56,1.06,59.14,-77.22,54.62,
149,148,Steve Allan,55,1.05,57.83,-27.05,35.05,
150,150,Dudley Hart,48,1.03,49.68,-72.35,27.44,
151,151,Brenden Pappas,62,1.03,63.87,-15.37,72.11,
152,152,Peter O'Malley,52,1.02,53.14,-71.07,26.44,
153,155,Yasuharu Imano,53,1.02,53.90,-34.05,26.14,
154,154,Glen Day,64,1.01,64.56,-41.39,49.16,
155,153,Hank Kuehne,47,1.01,47.41,-22.43,50.98,
156,165,Keiichiro Fukabori,50,1.00,50.10,-28.29,44.50,
157,162,David Gossett,58,.99,57.65,-52.51,49.33,
158,164,Ian Woosnam,41,.99,40.69,-55.74,20.35,
159,161,Harrison Frazar,55,.99,54.54,-42.74,47.61,
160,159,Chris Smith,60,.99,59.49,-63.29,23.42,
161,163,John Cook,40,.99,39.46,-77.29,5.30,
162,160,Lian-Wei Zhang,54,.98,52.92,-35.79,41.71,
163,156,Peter Fowler,58,.98,56.62,-36.16,51.12,
164,167,Pierre Fulke,40,.98,39.03,-40.69,22.02,
165,168,Pat Perez,62,.97,60.34,-55.87,39.26,
166,158,Paul Goydos,46,.97,44.51,-20.62,44.57,
167,166,Tom Byrum,54,.96,51.80,-31.94,39.31,
168,176,Jyoti Randhawa,42,.96,40.25,-14.96,26.73,
169,170,Joey Sindelar,61,.95,57.89,-46.83,44.17,
170,169,Craig Barlow,51,.95,48.39,-22.53,35.85,
171,177,Kenneth Ferrie,50,.92,46.11,-20.04,51.26,
172,175,Steve Elkington,40,.92,36.79,-51.64,10.36,
173,157,Brent Geiberger,45,.92,41.37,-38.64,37.93,
174,171,J.P. Hayes,49,.92,44.97,-42.32,35.13,
175,172,Tommy Nakajima,40,.91,36.39,-44.44,4.13,
176,180,Hennie Otto,53,.91,48.12,-24.25,44.31,
177,178,Jesper Parnevik,58,.90,52.46,-74.54,37.32,
178,182,Daisuke Maruyama,49,.90,44.16,-16.24,37.04,
179,181,Arron Oberholser,46,.90,41.35,-17.13,39.43,
180,179,Bob Burns,58,.89,51.85,-53.11,14.60,
181,191,Tsuyoshi Yoneyama,51,.89,45.26,-19.36,43.66,
182,183,Craig Stadler,40,.89,35.48,-26.96,28.09,
183,186,David Lynn,58,.89,51.37,-37.17,49.96,
184,173,Barry Lane,58,.88,51.23,-54.25,31.84,
185,189,Darren Fichardt,60,.88,52.92,-34.55,46.12,
186,187,Joe Ozaki,47,.87,41.08,-27.11,24.89,
187,185,Hideto Tanihara,42,.87,36.70,-6.68,39.35,
188,184,Cameron Beckman,53,.87,46.03,-65.50,36.17,
189,188,Paul Stankowski,52,.86,44.50,-33.64,39.37,
190,192,Carlos Franco,62,.85,52.91,-40.00,43.36,
191,193,Cliff Kresge,56,.85,47.78,-21.32,49.69,
192,195,Heath Slocum,64,.84,53.77,-42.27,41.63,
193,194,Craig Perks,58,.84,48.60,-62.70,21.12,
194,196,Marcus Fraser,40,.83,33.25,-2.41,35.66,
195,174,Mark O'Meara,51,.81,41.19,-51.24,30.42,
196,190,Richard Johnson,58,.81,46.76,-26.73,45.01,
197,198,Brett Quigley,59,.80,47.40,-39.91,46.44,
198,199,Robert-Jan Derksen,55,.79,43.65,-15.37,50.11,
199,200,José Coceres,40,.79,31.51,-67.78,21.87,
200,,Neal Lancaster,67,.76,51.10,-45.55,34.69,
