RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:OTT,MEASURED ROUNDS
40,40,Jason Dufner,57,.316,13.284,42
41,T42,Derek Ernst,80,.312,19.636,63
42,44,Hudson Swafford,75,.305,17.702,58
43,45,Jim Herman,62,.302,14.478,48
44,46,Nick Watney,80,.298,16.662,56
45,T42,Bill Haas,107,.296,24.302,82
46,47,Carl Pettersson,91,.294,25.022,85
47,48,Jason Kokrak,65,.284,17.329,61
48,41,Martin Kaymer,65,.279,13.411,48
49,49,Scott Brown,100,.277,23.021,83
50,T56,Rickie Fowler,91,.264,16.340,62
51,50,Tommy Gainey,73,.257,15.395,60
52,51,Ryan Moore,86,.253,15.687,62
53,54,Josh Teater,90,.239,17.941,75
54,55,Martin Laird,66,.238,13.113,55
55,T56,Brendan Steele,89,.237,16.624,70
56,58,Matt Jones,83,.236,14.137,60
57,53,John Senden,99,.224,18.168,81
58,59,Russell Knox,92,.221,18.350,83
59,60,Andrew Loupe,65,.220,10.983,50
60,61,Ben Martin,80,.213,13.410,63
61,52,Matt Kuchar,91,.210,15.931,76
62,T68,Russell Henley,92,.205,15.359,75
63,62,Heath Slocum,71,.203,12.581,62
64,63,Phil Mickelson,71,.201,10.068,50
65,64,Harris English,95,.193,14.315,74
66,65,J.J. Henry,91,.192,15.006,78
67,66,Sangmoon Bae,76,.179,11.625,65
68,67,Davis Love III,74,.176,11.090,63
69,T68,Nicholas Thompson,85,.174,12.208,70
70,70,Vijay Singh,83,.167,12.714,76
71,71,Marc Leishman,81,.164,11.290,69
72,72,James Hahn,82,.162,11.857,73
73,73,Danny Lee,84,.157,10.849,69
74,74,Zach Johnson,97,.145,12.186,84
75,75,Scott Stallings,77,.135,8.527,63
76,76,"Ted Potter, Jr.",68,.134,8.023,60
77,77,John Merrick,87,.129,9.274,72
T78,78,Sean O'Hair,77,.121,8.108,67
T78,82,Jim Furyk,84,.121,8.007,66
80,79,Jimmy Walker,98,.119,8.658,73
T81,T80,Andrew Svoboda,77,.111,7.325,66
T81,T80,Michael Putnam,106,.111,10.115,91
83,84,David Lingmerth,80,.094,6.265,67
84,85,David Toms,64,.083,4.461,54
85,86,Jonathan Byrd,76,.079,5.112,65
T86,T87,Chad Campbell,57,.056,2.596,46
T86,T87,Jeff Overton,80,.056,3.710,66
88,90,Andres Romero,81,.050,3.601,72
89,T91,Kevin Kisner,85,.049,3.424,70
T90,T93,Bo Van Pelt,83,.048,3.199,67
T90,T93,Kevin Tway,64,.048,2.264,47
92,95,Will MacKenzie,82,.044,3.212,73
93,96,Ian Poulter,57,.042,1.715,41
T94,T97,Daniel Summerhays,98,.040,3.546,88
T94,83,Patrick Reed,92,.040,2.989,74
96,T97,Jordan Spieth,102,.034,2.701,79
97,T99,Chris Kirk,105,.033,2.804,86
98,T91,Brendon Todd,108,.015,1.385,91
99,101,Cameron Tringale,111,.008,.756,98
100,102,William McGirt,96,.002,.172,84
101,103,Martin Flores,85,-.001,-.058,68
102,104,Steven Bowditch,93,-.002,-.155,78
103,105,Trevor Immelman,84,-.006,-.385,67
104,106,Stewart Cink,91,-.007,-.477,72
105,107,Paul Casey,56,-.013,-.552,44
106,108,Brian Harman,111,-.014,-1.437,101
107,109,Ernie Els,85,-.016,-1.003,63
108,89,Geoff Ogilvy,84,-.020,-1.447,73
109,T99,Webb Simpson,87,-.027,-2.008,74
T110,T111,Graeme McDowell,66,-.034,-1.574,46
T110,T111,Brian Stuard,91,-.034,-2.496,74
112,113,Bronson La'Cassie,51,-.040,-1.444,36
113,114,Brandt Snedeker,89,-.043,-2.816,66
114,116,Brad Fritsch,50,-.048,-1.886,39
115,117,Robert Allenby,83,-.050,-3.478,70
116,118,Brice Garnett,92,-.056,-4.375,78
117,119,John Huh,87,-.059,-4.159,70
118,120,George McNeill,79,-.061,-4.294,70
119,121,Brian Davis,93,-.064,-5.167,81
120,122,Rory Sabbatini,82,-.065,-4.248,65
121,123,Bud Cauley,56,-.073,-3.377,46
T122,T124,Erik Compton,88,-.089,-6.711,75
T122,T124,Jerry Kelly,80,-.089,-5.864,66
124,126,Ken Duke,80,-.092,-6.081,66
125,127,Y.E. Yang,79,-.097,-5.946,61
126,115,Kevin Na,94,-.100,-7.788,78
127,128,Billy Hurley III,86,-.103,-7.424,72
128,129,David Hearn,97,-.118,-9.643,82
129,130,Roberto Castro,76,-.122,-7.192,59
130,131,Jeff Maggert,54,-.135,-5.922,44
131,133,Tim Wilkinson,86,-.145,-10.295,71
132,134,Wes Roach,67,-.149,-7.452,50
133,135,Richard Lee,80,-.150,-9.121,61
134,136,Camilo Villegas,95,-.159,-13.340,84
135,137,Freddie Jacobson,91,-.162,-13.126,81
136,132,Morgan Hoffmann,103,-.172,-15.452,90
137,138,Chris Stroud,88,-.174,-12.528,72
138,139,John Rollins,84,-.204,-13.646,67
139,140,Johnson Wagner,69,-.209,-12.150,58
140,141,Michael Thompson,74,-.211,-12.677,60
141,142,Troy Merritt,62,-.213,-11.736,55
142,143,Spencer Levin,59,-.224,-11.178,50
143,144,Luke Guthrie,85,-.231,-17.566,76
144,145,Mark Wilson,69,-.232,-13.212,57
145,146,Matt Every,85,-.234,-15.226,65
146,147,Briny Baird,50,-.249,-11.200,45
147,148,Ben Curtis,77,-.257,-16.462,64
148,149,Ryo Ishikawa,75,-.259,-16.044,62
149,150,Gonzalo Fernandez-Castaño,83,-.262,-18.086,69
150,151,Troy Matteson,62,-.264,-12.922,49
151,152,Ricky Barnes,92,-.267,-20.848,78
152,153,Seung-Yul Noh,92,-.268,-20.071,75
153,154,Pat Perez,84,-.280,-20.974,75
154,155,Tim Clark,75,-.286,-17.737,62
155,156,Ben Crane,81,-.297,-23.198,78
156,157,Stuart Appleby,92,-.311,-26.128,84
157,158,Woody Austin,63,-.318,-18.099,57
158,159,Chesson Hadley,84,-.319,-22.682,71
159,160,D.H. Lee,54,-.332,-14.958,45
T160,T161,Jim Renner,61,-.339,-17.642,52
T160,T161,K.J. Choi,80,-.339,-22.744,67
162,163,Charlie Wi,72,-.350,-22.738,65
163,164,Scott Langley,95,-.395,-31.238,79
164,166,D.A. Points,75,-.424,-23.296,55
165,167,Jonas Blixt,64,-.434,-18.645,43
166,168,Retief Goosen,94,-.443,-34.531,78
167,169,Jason Bohn,81,-.475,-34.701,73
168,170,Luke Donald,57,-.493,-21.699,44
169,171,Greg Chalmers,85,-.503,-36.739,73
170,172,Brian Gay,81,-.508,-32.005,63
171,174,Aaron Baddeley,74,-.589,-34.723,59
172,175,Chad Collins,78,-.635,-38.714,61
173,176,James Driscoll,71,-.661,-38.328,58
174,177,Tyrone Van Aswegen,79,-.735,-47.798,65
175,178,Justin Leonard,75,-.752,-46.598,62
176,179,Bryce Molder,77,-.763,-48.863,64
177,180,Mike Weir,69,-1.582,-83.837,53
